number,value,datetime_start,datetime_complete,duration,params_--d_model,params_--dropout,params_--learning_rate,params_--learning_rate_schedule,params_--n_head,params_--n_layer,params_--num_train_epochs,params_--per_device_train_batch_size,params_--weight_decay,system_attrs_fail_reason,state
0,0.22941460287782217,2020-10-06 03:09:56.733947,2020-10-06 07:16:38.904207,0 days 04:06:42.170260000,64.0,0.2,0.008651768231453354,cosine_with_warmup,16.0,4.0,9.0,256.0,5.328828096310288e-05,,COMPLETE
1,0.20368112118831153,2020-10-06 03:09:57.303400,2020-10-06 08:35:36.191830,0 days 05:25:38.888430000,64.0,0.1,0.00010824802800139776,linear_with_warmup,8.0,1.0,9.0,64.0,1.1491339086144943e-05,,COMPLETE
2,,2020-10-06 03:09:57.449154,2020-10-06 09:11:25.990486,0 days 06:01:28.541332000,320.0,0.0,0.00036835789166405995,cosine_with_warmup,2.0,3.0,10.0,64.0,2.0972992565494204e-05,"Trial 2 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
3,,2020-10-06 03:09:58.420065,2020-10-06 09:03:10.565530,0 days 05:53:12.145465000,320.0,0.2,0.00651645623794547,constant_with_warmup,2.0,2.0,7.0,64.0,6.20352201442733e-06,"Trial 3 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
4,0.22101103902583447,2020-10-06 03:09:58.587478,2020-10-06 04:20:43.359157,0 days 01:10:44.771679000,64.0,0.3,0.004630922624605572,linear_with_warmup,16.0,1.0,1.0,128.0,8.360363272585246e-05,,COMPLETE
5,0.22438735115990435,2020-10-06 04:20:44.385612,2020-10-06 06:39:33.091926,0 days 02:18:48.706314000,128.0,0.3,0.0003670994771904428,cosine_with_warmup,2.0,4.0,4.0,256.0,8.633097191630783e-06,,COMPLETE
6,,2020-10-06 06:39:34.098449,2020-10-06 12:55:52.303638,0 days 06:16:18.205189000,128.0,0.0,0.000765658405447934,constant_with_warmup,2.0,3.0,10.0,64.0,8.637306784994451e-06,"Trial 6 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
7,0.12451191087690283,2020-10-06 07:16:39.617987,2020-10-06 10:56:51.083963,0 days 03:40:11.465976000,320.0,0.2,0.00800460611444313,constant_with_warmup,2.0,3.0,7.0,256.0,1.112223717384137e-05,,COMPLETE
8,,2020-10-06 08:35:37.325979,2020-10-06 11:21:39.608093,0 days 02:46:02.282114000,320.0,0.3,0.00015920570651799877,cosine_with_warmup,16.0,4.0,6.0,64.0,6.1484221880230765e-06,"Trial 8 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
9,0.22026734456412694,2020-10-06 09:03:11.220106,2020-10-06 10:59:33.209752,0 days 01:56:21.989646000,64.0,0.2,0.0008221307034790219,linear_with_warmup,1.0,1.0,4.0,256.0,1.2996827813946878e-05,,COMPLETE
10,0.2095907854163103,2020-10-06 09:11:26.153518,2020-10-06 12:39:07.248494,0 days 03:27:41.094976000,256.0,0.3,0.005924031176030296,cosine_with_warmup,8.0,1.0,7.0,192.0,1.1637385611680811e-05,,COMPLETE
11,0.23914747088139948,2020-10-06 10:56:51.425177,2020-10-06 12:38:06.481050,0 days 01:41:15.055873000,64.0,0.1,0.006688866873411913,cosine_with_warmup,2.0,1.0,3.0,192.0,1.4300335487892926e-06,,COMPLETE
12,,2020-10-06 10:59:33.814255,2020-10-06 16:32:38.803983,0 days 05:33:04.989728000,128.0,0.0,0.00015832859808654416,cosine_with_warmup,2.0,3.0,9.0,64.0,6.02887989978508e-06,"Trial 12 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
13,,2020-10-06 11:21:39.733113,2020-10-06 11:22:23.331859,0 days 00:00:43.598746000,256.0,0.0,0.00012299499581697835,cosine_with_warmup,4.0,4.0,3.0,192.0,6.185480950567515e-06,"Trial 13 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
14,,2020-10-06 11:22:24.020689,2020-10-06 11:23:07.531685,0 days 00:00:43.510996000,256.0,0.0,0.00021020487404985593,linear_with_warmup,4.0,2.0,3.0,192.0,5.498292954348343e-05,"Trial 14 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
15,,2020-10-06 11:23:08.524068,2020-10-06 12:10:55.610013,0 days 00:47:47.085945000,256.0,0.2,0.0007566071187043497,constant_with_warmup,2.0,4.0,5.0,128.0,2.2775615394460455e-05,"Trial 15 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
16,0.25649595905151334,2020-10-06 12:10:55.729560,2020-10-06 19:17:03.948213,0 days 07:06:08.218653000,64.0,0.3,0.00048224662427506706,constant_with_warmup,8.0,3.0,9.0,64.0,5.844428800165464e-06,,COMPLETE
17,0.251040910210378,2020-10-06 12:38:06.937051,2020-10-06 18:52:58.070249,0 days 06:14:51.133198000,64.0,0.2,0.0011286615289532846,cosine_with_warmup,16.0,2.0,9.0,64.0,2.8604933475496658e-05,,COMPLETE
18,0.25529663951501774,2020-10-06 12:39:07.577790,2020-10-06 15:22:57.153551,0 days 02:43:49.575761000,64.0,0.0,0.0011190663337037991,constant_with_warmup,2.0,1.0,6.0,192.0,3.097661166546371e-05,,COMPLETE
19,,2020-10-06 12:50:14.708623,2020-10-06 15:46:50.981514,0 days 02:56:36.272891000,192.0,0.2,0.0010019773709439015,constant_with_warmup,2.0,1.0,6.0,64.0,6.96209271782174e-06,"Trial 19 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
20,0.24051739642232237,2020-10-06 12:50:14.856399,2020-10-06 15:03:07.610555,0 days 02:12:52.754156000,192.0,0.3,0.00042630839355804875,cosine_with_warmup,4.0,3.0,3.0,128.0,1.653408213483693e-05,,COMPLETE
21,0.26884105863238106,2020-10-06 12:50:16.118926,2020-10-06 16:52:51.549969,0 days 04:02:35.431043000,256.0,0.2,0.00016389131750062623,constant_with_warmup,4.0,2.0,8.0,192.0,3.6854658674066e-05,,COMPLETE
22,0.25931576189992833,2020-10-06 12:50:16.995877,2020-10-06 18:36:30.479464,0 days 05:46:13.483587000,256.0,0.0,0.00013097222659103324,linear_with_warmup,16.0,1.0,10.0,128.0,3.700190188239244e-05,,COMPLETE
23,0.2423950348146048,2020-10-06 12:50:17.265545,2020-10-06 14:23:21.991986,0 days 01:33:04.726441000,192.0,0.0,0.000458065547497363,constant_with_warmup,4.0,4.0,2.0,256.0,3.916292155405955e-05,,COMPLETE
24,0.22295405896522455,2020-10-06 12:55:53.161027,2020-10-06 16:55:52.762392,0 days 03:59:59.601365000,64.0,0.2,0.00034552775310240903,linear_with_warmup,2.0,4.0,9.0,256.0,3.147003949904086e-05,,COMPLETE
25,,2020-10-06 14:23:22.736258,2020-10-06 18:39:31.841703,0 days 04:16:09.105445000,256.0,0.0,0.0047333950331496675,cosine_with_warmup,16.0,3.0,9.0,128.0,4.578198089378736e-05,"Trial 25 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
26,0.1708834855997346,2020-10-06 15:03:07.956957,2020-10-06 16:19:56.636478,0 days 01:16:48.679521000,192.0,0.0,0.00010259928742440155,constant_with_warmup,4.0,4.0,1.0,192.0,4.310911336460484e-05,,COMPLETE
27,,2020-10-06 15:22:57.993521,2020-10-06 15:46:56.216653,0 days 00:23:58.223132000,192.0,0.0,0.0019104937763563645,constant_with_warmup,4.0,2.0,1.0,192.0,3.917531600580624e-05,"Trial 27 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
28,,2020-10-06 15:46:51.117555,2020-10-06 15:47:42.196659,0 days 00:00:51.079104000,192.0,0.0,0.0017750780350809783,constant_with_warmup,4.0,2.0,1.0,192.0,3.8401726926274065e-05,"Trial 28 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
29,,2020-10-06 15:46:56.345529,2020-10-06 15:47:43.460985,0 days 00:00:47.115456000,192.0,0.0,0.00208466032634599,constant_with_warmup,4.0,2.0,1.0,192.0,4.3899175697480796e-05,"Trial 29 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
30,0.2287310407129329,2020-10-06 15:47:42.389158,2020-10-06 17:00:48.922432,0 days 01:13:06.533274000,192.0,0.0,0.0019889677071328674,constant_with_warmup,4.0,2.0,1.0,192.0,4.018927898147544e-05,,COMPLETE
31,0.2258962181749585,2020-10-06 15:47:43.656322,2020-10-06 17:35:34.966394,0 days 01:47:51.310072000,192.0,0.0,0.002251479265441389,constant_with_warmup,4.0,2.0,1.0,192.0,3.4304964354227626e-05,,COMPLETE
32,,2020-10-06 16:19:57.132735,2020-10-06 16:32:36.446014,0 days 00:12:39.313279000,128.0,0.0,0.0021522311990067452,constant_with_warmup,4.0,2.0,6.0,192.0,3.611068029068352e-05,"Trial 32 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
33,,2020-10-06 16:32:36.651866,2020-10-06 16:33:19.484258,0 days 00:00:42.832392000,128.0,0.0,0.00206678525869333,constant_with_warmup,4.0,2.0,6.0,192.0,3.1177340213304905e-05,"Trial 33 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
34,,2020-10-06 16:32:39.176014,2020-10-06 16:33:19.023526,0 days 00:00:39.847512000,256.0,0.0,0.002021003950199581,constant_with_warmup,4.0,2.0,6.0,192.0,2.96187869125952e-05,"Trial 34 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
35,,2020-10-06 16:33:19.831585,2020-10-06 16:51:10.277794,0 days 00:17:50.446209000,128.0,0.0,0.0016361645941836281,constant_with_warmup,4.0,2.0,6.0,192.0,3.704200630392198e-05,"Trial 35 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
36,,2020-10-06 16:33:20.294884,2020-10-06 16:51:11.058906,0 days 00:17:50.764022000,256.0,0.0,0.001684928896768468,constant_with_warmup,4.0,2.0,6.0,192.0,3.0914159597703464e-05,"Trial 36 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
37,,2020-10-06 16:51:10.490118,2020-10-06 16:51:50.327242,0 days 00:00:39.837124000,128.0,0.0,0.0022854605947915255,constant_with_warmup,4.0,2.0,6.0,192.0,3.025211210850408e-05,"Trial 37 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
38,,2020-10-06 16:51:11.307113,2020-10-06 16:51:51.537984,0 days 00:00:40.230871000,256.0,0.0,0.0019260210355154677,constant_with_warmup,4.0,2.0,6.0,192.0,3.4039592498413664e-05,"Trial 38 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
39,0.2533799480951265,2020-10-06 16:51:50.548328,2020-10-06 20:01:05.923934,0 days 03:09:15.375606000,128.0,0.0,0.002004927119847241,constant_with_warmup,4.0,2.0,6.0,192.0,3.160787488959623e-05,,COMPLETE
40,0.23387057343145382,2020-10-06 16:51:51.871436,2020-10-06 20:18:55.667282,0 days 03:27:03.795846000,256.0,0.0,0.002242294061465378,constant_with_warmup,4.0,2.0,6.0,192.0,3.254645449467268e-05,,COMPLETE
41,0.4689,2020-10-06 16:52:51.936877,2020-10-06 20:28:28.076126,0 days 03:35:36.139249000,256.0,0.1,0.0028003389578467436,constant_with_warmup,2.0,2.0,7.0,128.0,2.6170162662253176e-05,"Trial 41 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",COMPLETE
42,,2020-10-06 16:55:54.133397,2020-10-06 17:49:16.205912,0 days 00:53:22.072515000,320.0,0.1,0.0020668098444466963,constant_with_warmup,4.0,2.0,7.0,128.0,4.0846316406659824e-06,"Trial 42 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
43,,2020-10-06 17:00:49.799187,2020-10-06 17:49:16.997491,0 days 00:48:27.198304000,256.0,0.1,0.0021569388644505183,constant_with_warmup,1.0,2.0,7.0,128.0,4.706429301606945e-06,"Trial 43 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
44,,2020-10-06 17:35:35.387682,2020-10-06 17:49:37.762313,0 days 00:14:02.374631000,320.0,0.1,0.0010273919933418876,constant_with_warmup,1.0,2.0,7.0,128.0,4.355617690979924e-06,"Trial 44 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
45,,2020-10-06 17:49:16.330177,2020-10-06 17:49:57.398081,0 days 00:00:41.067904000,320.0,0.1,0.00018639744818134345,constant_with_warmup,1.0,2.0,7.0,128.0,3.3305195498152796e-06,"Trial 45 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
46,,2020-10-06 17:49:17.423707,2020-10-06 17:49:55.872494,0 days 00:00:38.448787000,256.0,0.1,0.00018024673718904574,constant_with_warmup,1.0,2.0,7.0,128.0,3.5426412685132837e-06,"Trial 46 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
47,,2020-10-06 17:49:37.867646,2020-10-06 17:50:16.005610,0 days 00:00:38.137964000,320.0,0.1,0.0011540456605125186,constant_with_warmup,1.0,2.0,7.0,128.0,4.515161306148221e-06,"Trial 47 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
48,,2020-10-06 17:49:56.519889,2020-10-06 17:50:36.804302,0 days 00:00:40.284413000,256.0,0.1,0.0001792082929959689,constant_with_warmup,1.0,2.0,7.0,128.0,4.601524552314663e-06,"Trial 48 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
49,,2020-10-06 17:49:57.794799,2020-10-06 17:50:37.947992,0 days 00:00:40.153193000,320.0,0.1,0.00019005734276003226,constant_with_warmup,1.0,2.0,7.0,128.0,4.444777820343314e-06,"Trial 49 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
50,,2020-10-06 17:50:16.550667,2020-10-06 17:50:55.697051,0 days 00:00:39.146384000,320.0,0.1,0.0001630859663350386,constant_with_warmup,1.0,2.0,7.0,128.0,4.418811734549739e-06,"Trial 50 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
51,,2020-10-06 17:50:37.235710,2020-10-06 17:51:16.525421,0 days 00:00:39.289711000,256.0,0.1,0.0002063433878834736,constant_with_warmup,1.0,2.0,7.0,128.0,4.7149319713911755e-06,"Trial 51 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
52,,2020-10-06 17:50:39.032500,2020-10-06 21:15:51.380615,0 days 03:25:12.348115000,320.0,0.1,0.00017206315789338586,constant_with_warmup,2.0,2.0,7.0,128.0,4.262264495911538e-06,"Trial 52 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
53,,2020-10-06 17:50:56.360255,2020-10-06 18:39:52.477689,0 days 00:48:56.117434000,320.0,0.1,0.001100426651704795,constant_with_warmup,1.0,2.0,7.0,128.0,3.2648370950709683e-06,"Trial 53 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
54,,2020-10-06 17:51:16.886037,2020-10-06 18:39:53.051530,0 days 00:48:36.165493000,256.0,0.1,0.0011527274488553803,constant_with_warmup,1.0,2.0,7.0,128.0,5.0643779433099474e-06,"Trial 54 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
55,,2020-10-06 18:36:31.000086,2020-10-06 18:39:54.789381,0 days 00:03:23.789295000,256.0,0.1,0.00020046522883143957,linear_with_warmup,16.0,2.0,10.0,64.0,3.1913453635548605e-06,"Trial 55 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
56,,2020-10-06 18:39:32.495034,2020-10-06 18:40:14.759514,0 days 00:00:42.264480000,256.0,0.1,0.0001628944757295819,linear_with_warmup,16.0,2.0,10.0,64.0,3.329405769272098e-06,"Trial 56 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
57,,2020-10-06 18:39:54.780193,2020-10-06 18:40:32.288030,0 days 00:00:37.507837000,320.0,0.1,0.0001855766017449235,linear_with_warmup,16.0,2.0,10.0,64.0,3.172812267433499e-06,"Trial 57 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
58,,2020-10-06 18:39:55.070168,2020-10-06 18:40:34.581969,0 days 00:00:39.511801000,256.0,0.1,0.00020269963682387302,linear_with_warmup,16.0,2.0,10.0,64.0,2.9653709862592086e-06,"Trial 58 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
59,,2020-10-06 18:39:55.596024,2020-10-06 18:40:40.281203,0 days 00:00:44.685179000,256.0,0.1,0.00020222690355828647,linear_with_warmup,16.0,2.0,8.0,64.0,4.891164933365541e-06,"Trial 59 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
60,,2020-10-06 18:40:15.652329,2020-10-06 18:40:52.654050,0 days 00:00:37.001721000,256.0,0.1,0.0001907211616791201,linear_with_warmup,16.0,2.0,10.0,64.0,3.3536113427082087e-06,"Trial 60 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
61,,2020-10-06 18:40:32.763808,2020-10-06 18:41:11.652330,0 days 00:00:38.888522000,320.0,0.1,0.00017626061188781282,linear_with_warmup,16.0,2.0,10.0,64.0,9.464857826592895e-05,"Trial 61 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
62,,2020-10-06 18:40:35.369809,2020-10-06 18:41:13.462061,0 days 00:00:38.092252000,256.0,0.1,0.00018127492365623555,linear_with_warmup,16.0,2.0,10.0,64.0,5.559432691642943e-06,"Trial 62 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
63,,2020-10-06 18:40:40.860391,2020-10-06 18:41:23.079367,0 days 00:00:42.218976000,256.0,0.1,0.00015644810430412507,linear_with_warmup,16.0,2.0,10.0,64.0,4.446989324329244e-06,"Trial 63 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
64,,2020-10-06 18:40:53.259239,2020-10-06 18:41:32.303361,0 days 00:00:39.044122000,256.0,0.1,0.00017673137688333458,linear_with_warmup,16.0,2.0,10.0,64.0,4.32988016026153e-06,"Trial 64 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
65,,2020-10-06 18:41:12.198186,2020-10-06 23:53:42.226824,0 days 05:12:30.028638000,320.0,0.1,0.00019795291612140987,linear_with_warmup,16.0,2.0,10.0,64.0,5.499656621059565e-06,"Trial 65 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
66,,2020-10-06 18:41:14.948720,2020-10-06 22:21:49.720064,0 days 03:40:34.771344000,256.0,0.1,0.00018088786621828958,linear_with_warmup,16.0,2.0,10.0,64.0,5.017101053302779e-06,"Trial 66 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
67,,2020-10-06 18:41:24.841348,2020-10-06 22:33:35.456701,0 days 03:52:10.615353000,256.0,0.1,0.00016837229637073467,linear_with_warmup,16.0,2.0,10.0,64.0,4.903260257492504e-06,"Trial 67 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
68,,2020-10-06 18:41:33.334199,2020-10-07 00:59:11.809561,0 days 06:17:38.475362000,256.0,0.1,0.00017590691824383327,linear_with_warmup,16.0,2.0,10.0,64.0,4.356531886612706e-06,"Trial 68 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
69,,2020-10-06 18:52:58.389968,2020-10-06 19:33:56.138519,0 days 00:40:57.748551000,320.0,0.1,0.00017315196552490633,linear_with_warmup,16.0,2.0,10.0,128.0,4.552337477414427e-06,"Trial 69 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
70,,2020-10-06 19:17:04.729784,2020-10-06 19:33:57.557552,0 days 00:16:52.827768000,320.0,0.1,0.00017763154828026362,linear_with_warmup,16.0,2.0,10.0,128.0,8.582024962734431e-05,"Trial 70 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
71,,2020-10-06 19:33:56.394605,2020-10-06 19:34:37.822421,0 days 00:00:41.427816000,320.0,0.1,0.00018043330835042245,linear_with_warmup,16.0,2.0,10.0,128.0,7.810106335786048e-05,"Trial 71 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
72,,2020-10-06 19:33:57.870768,2020-10-06 19:34:36.892384,0 days 00:00:39.021616000,320.0,0.1,0.00018908892122068452,linear_with_warmup,16.0,2.0,10.0,128.0,8.210962760094774e-05,"Trial 72 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
73,,2020-10-06 19:34:37.038045,2020-10-06 19:35:17.174678,0 days 00:00:40.136633000,320.0,0.1,0.00017512019511090144,linear_with_warmup,16.0,2.0,10.0,128.0,8.295326598319993e-05,"Trial 73 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
74,,2020-10-06 19:34:39.860525,2020-10-07 00:38:18.328494,0 days 05:03:38.467969000,320.0,0.1,0.00016344121219416974,linear_with_warmup,16.0,2.0,10.0,128.0,9.921467986006774e-05,"Trial 74 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
75,,2020-10-06 19:35:17.300003,2020-10-07 01:19:54.151284,0 days 05:44:36.851281000,320.0,0.1,0.0001657203227919237,linear_with_warmup,1.0,2.0,10.0,128.0,7.970414667421194e-05,"Trial 75 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
76,,2020-10-06 20:01:06.255577,2020-10-07 00:50:25.301706,0 days 04:49:19.046129000,256.0,0.1,0.00017701077737154643,linear_with_warmup,16.0,2.0,10.0,128.0,9.812636295718037e-05,"Trial 76 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
77,,2020-10-06 20:18:55.957005,2020-10-06 20:28:50.379606,0 days 00:09:54.422601000,256.0,0.1,0.0001791415334658662,linear_with_warmup,8.0,3.0,10.0,128.0,4.5713835336166555e-06,"Trial 77 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
78,,2020-10-06 20:28:28.246975,2020-10-06 20:29:08.294803,0 days 00:00:40.047828000,256.0,0.1,0.00017677850382882097,linear_with_warmup,8.0,3.0,10.0,128.0,4.530273441636135e-06,"Trial 78 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
79,,2020-10-06 20:28:50.517726,2020-10-06 20:29:27.641914,0 days 00:00:37.124188000,256.0,0.1,0.00019041687848688255,linear_with_warmup,8.0,3.0,10.0,128.0,1.2360381072141498e-06,"Trial 79 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
80,,2020-10-06 20:29:08.499640,2020-10-06 20:29:53.736058,0 days 00:00:45.236418000,256.0,0.1,0.00017931075808347492,linear_with_warmup,8.0,3.0,10.0,128.0,4.397852671594227e-06,"Trial 80 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
81,,2020-10-06 20:29:27.737317,2020-10-06 20:30:09.679885,0 days 00:00:41.942568000,256.0,0.1,0.0001754832547752445,linear_with_warmup,8.0,3.0,10.0,128.0,4.1397584882184455e-06,"Trial 81 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
82,,2020-10-06 20:29:54.011378,2020-10-06 20:30:30.389735,0 days 00:00:36.378357000,256.0,0.1,0.00019651139630948045,linear_with_warmup,8.0,3.0,10.0,128.0,2.966505010546079e-06,"Trial 82 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
83,,2020-10-06 20:30:10.673068,2020-10-06 20:30:49.304769,0 days 00:00:38.631701000,256.0,0.1,0.00017461929874835688,linear_with_warmup,8.0,3.0,10.0,128.0,4.0938949160941685e-06,"Trial 83 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
84,,2020-10-06 20:30:30.557780,2020-10-06 20:31:10.449573,0 days 00:00:39.891793000,256.0,0.1,0.00017621062965752067,linear_with_warmup,8.0,3.0,10.0,128.0,4.120222407017398e-06,"Trial 84 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
85,,2020-10-06 20:30:49.457855,2020-10-06 20:31:29.181837,0 days 00:00:39.723982000,256.0,0.1,0.0001928670330336517,linear_with_warmup,8.0,3.0,10.0,128.0,4.591146995141812e-06,"Trial 85 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
